ID_Accidente;A�o;Fecha;Dia;Hopra;Ruta/Autop;km;Participantes;Tipo;Lugar;Total;Heridos Leves;Heridos Graves;Ilesos;Fallecidos;Sin datos;desc_tipo_via;desc_loc;desc_dpto;|;desc_tipo_banquina;desc_unidad_regional;desc_lugar_calzada;desc_zona;desc_prioridad;desc_estado_semaforo;desc_lugar_via;desc_estado_via;desc_estado_visibilidad;desc_luminosidad;desc_estado_clima;desc_tipo_colision;desc_tipo_atropello;desc_tipo_hecho;desc_pres_calzada;desc_senializacion
9771;2021;5/12/2021;Domingo;13:40:00;;0.0;2;Automóvil,Moto/Ciclomotor;Buenos Aires Y Pasco;3;2;0;1;0;0;Calle;ROSARIO;Constitución;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Faltante
9772;2021;5/12/2021;Domingo;09:00:00;;0.0;1;Moto/Ciclomotor;Av. Falucho Y Av. Nottebohn;2;2;0;0;0;0;Calle;SAN JORGE;Constitución;Asfalto;No existe;XVIII;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Faltante
9773;2021;5/12/2021;Domingo;01:30:00;Ruta Provincial 3;0.0;1;Moto/Ciclomotor; ;1;1;0;0;0;0;Ruta;GARABATO;Constitución;Asfalto;Pavimento;XIX;Dentro;Rural;Otra Señal;No existe;Intersección;S/D;S/D;Nocturna;Buen Tiempo;Múltiple;S/D;Colisión;S/D;Faltante
9774;2021;5/12/2021;Domingo;22:30:00;Ruta Provincial 15;0.0;2;Automóvil,Camión c / Acoplado;Bv Corrientes Y Venezuela;5;5;0;0;0;0;Ruta;ARTEAGA;Constitución;Asfalto;Pavimento;IV;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Reducida;Nocturna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Faltante
9775;2021;5/12/2021;Domingo;13:30:00;Ruta Nacional 11;0.0;2;Moto/Ciclomotor,Camión c / Acoplado;Calle 9 ;2;1;0;1;0;0;Ruta;AVELLANEDA;Constitución;Asfalto;No existe;IX;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;S/D;Múltiple;S/D;Colisión;Ninguna;Horizontal,Vertical
9776;2021;5/12/2021;Domingo;19:00:00;Autopista Nacional A009;0.0;1;Moto/Ciclomotor;Calle 62 ;1;1;0;0;0;0;Autopista;RECONQUISTA;Constitución;Asfalto;Pavimento;IX;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Nocturna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Horizontal
9777;2021;5/12/2021;Domingo;;;0.0;1;Moto/Ciclomotor;Pte. Quintana Y Av. Francia;1;1;0;0;0;0;Avenida;ROSARIO;Constitución;S/D;S/D;II;S/D;Urbana;Otra Señal;S/D;Intersección;S/D;S/D;S/D;S/D;Múltiple;S/D;Colisión;S/D;S/D
9778;2021;5/12/2021;Domingo;;;0.0;1;Bicicleta;Av. Francia Y Coulin;1;1;0;0;0;0;Avenida;ROSARIO;Constitución;S/D;S/D;II;S/D;Urbana;Otra Señal;S/D;Intersección;S/D;S/D;S/D;S/D;Múltiple;Ciclista;Colisión;S/D;S/D
9779;2021;5/12/2021;Domingo;;;0.0;1;Moto/Ciclomotor;Sarratea Bis Y J.B.Justo;1;1;0;0;0;0;Calle;ROSARIO;Constitución;S/D;S/D;II;S/D;S/D;Otra Señal;S/D;Intersección;S/D;S/D;S/D;S/D;Múltiple;S/D;Colisión;S/D;S/D
9780;2021;5/12/2021;Domingo;;;0.0;1;Bicicleta;Av. Jorge Newbery 8500;1;1;0;0;0;0;Calle;ROSARIO;Constitución;S/D;S/D;II;S/D;S/D;Otra Señal;S/D;Intersección;S/D;S/D;S/D;S/D;Múltiple;S/D;Colisión;S/D;S/D
9781;2021;5/12/2021;Domingo;18:30:00;Ruta Nacional 33;784.0;1;Moto/Ciclomotor; ;2;0;0;1;0;0;Ruta;PEREZ;Rosario;Asfalto;Pavimento;II;Fuera;Rural;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Horizontal,Vertical
9782;2021;5/12/2021;Domingo;;Ruta Provincial 90;116.0;2;Pickup/Utilitario,Camión c / Acoplado; ;3;0;0;1;0;0;Ruta;MELINCUÉ;General LÓPEZ;Asfalto;Pavimento;VIII;Dentro;Rural;Otra Señal;No existe;Intersección;S/D;S/D;Diurna;S/D;S/D;S/D;Colisión;S/D;Horizontal
9783;2021;5/12/2021;Domingo;;;0.0;4;Moto/Ciclomotor,Peatón,Peatón,Peatón;Chile Y Mendoza;4;1;0;1;0;0;Calle;VILLA ANA;General Obligado;S/D;S/D;IX;Dentro;Urbana;S/D;S/D;Intersección;S/D;S/D;S/D;S/D;S/D;Peatón;Colisión;S/D;S/D
9784;2021;6/12/2021;Lunes;09:30:00;;0.0;2;Moto/Ciclomotor,Automóvil;Av. Freyre Y Moreno;2;1;0;1;0;0;Avenida;SANTA FE;Constitución;Asfalto;No existe;I;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;S/D;Múltiple;S/D;Colisión;Ninguna;Faltante
9785;2021;6/12/2021;Lunes;07:15:00;;0.0;2;Moto/Ciclomotor,Transporte de Pasajeros Urbano (> 8 asientos);Pje Boedo Y Sarmiento;2;1;0;1;0;0;Calle;SANTA FE;Constitución;Asfalto;No existe;I;Dentro;Urbana;Otra Señal;No existe;Intersección;S/D;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Faltante
9786;2021;6/12/2021;Lunes;12:40:00;;0.0;2;Automóvil,Automóvil;J P López Y Las Heras;2;1;0;1;0;0;Calle;SANTA FE;Constitución;Asfalto;No existe;I;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Faltante
9787;2021;6/12/2021;Lunes;16:20:00;;0.0;2;Moto/Ciclomotor,Automóvil;Av. A del Valle 10700;2;1;0;1;0;0;Avenida;SANTA FE;Constitución;Hormigón;No existe;I;Dentro;Rural;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Faltante
9788;2021;6/12/2021;Lunes;11:00:00;;0.0;1;Automóvil; ;3;3;0;0;0;0;Camino Rural;GRUTLY NORTE;Constitución;Tierra;No existe;XI;Fuera;Rural;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Faltante
9789;2021;6/12/2021;Lunes;18:25:00;;0.0;2;Moto/Ciclomotor,Peatón;Roque Sáenz PEÑA 547;3;3;0;0;0;0;Calle;CALCHAQUÍ;Constitución;S/D;No existe;XIX;Dentro;Urbana;Otra Señal;S/D;Intersección;S/D;S/D;Diurna;S/D;Múltiple;Peatón;Colisión;S/D;S/D
9790;2021;6/12/2021;Lunes;10:25:00;;0.0;2;Automóvil,Peatón;Cándido Pujato Y 4 de Enero;2;1;0;1;0;0;Calle;SANTA FE;Constitución;Asfalto;No existe;I;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;Peatón;Colisión;Ninguna;Faltante
9791;2021;6/12/2021;Lunes;16:00:00;;0.0;2;Moto/Ciclomotor,Automóvil;Alvear Y Maipú;2;1;0;1;0;0;Calle;SANTA FE;Constitución;Asfalto;No existe;I;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Faltante
9792;2021;6/12/2021;Lunes;15:30:00;;0.0;1;Bicicleta;Callao 3700;1;1;0;0;0;0;Calle;ROSARIO;Constitución;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Faltante
9793;2021;6/12/2021;Lunes;17:30:00;;0.0;2;Moto/Ciclomotor,Automóvil;3 de febrero Y Pres Domingo Faustino Sarmiento;2;1;0;1;0;0;Calle;SANTO TOMÉ;Constitución;Asfalto;No existe;I;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Faltante
9794;2021;6/12/2021;Lunes;13:50:00;;0.0;2;Automóvil,Moto/Ciclomotor;Dean Funes Y Tte.Agneta;4;2;0;2;0;0;Calle;ROSARIO;Constitución;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Faltante
9795;2021;6/12/2021;Lunes;07:30:00;;0.0;2;Moto/Ciclomotor,Automóvil;E.Zeballos Y Lima;3;2;0;1;0;0;Calle;ROSARIO;Constitución;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Faltante
9796;2021;6/12/2021;Lunes;13:30:00;;0.0;1;Moto/Ciclomotor;Italia Y Santa Fe;1;1;0;0;0;0;Calle;ROSARIO;Constitución;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;Funciona;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;S/D;Horizontal,Vertical
9797;2021;6/12/2021;Lunes;19:20:00;;0.0;2;Moto/Ciclomotor,Automóvil;L.N.Alem Y Riobamba;3;2;0;1;0;0;Calle;ROSARIO;Constitución;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Horizontal,Vertical
9798;2021;6/12/2021;Lunes;19:15:00;;0.0;2;Taxi/Remis,Moto/Ciclomotor;Andreu Y Córdoba;2;1;0;1;0;0;Calle;VILLA GOBERNADOR GÁLVEZ;Constitución;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Nocturna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Faltante
9799;2021;6/12/2021;Lunes;07:30:00;;0.0;2;Bicicleta,Automóvil;Solís Y Tucumán;2;1;0;1;0;0;Calle;ROSARIO;Constitución;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;Ciclista;Colisión;Ninguna;Faltante
9800;2021;6/12/2021;Lunes;18:00:00;;0.0;2;Bicicleta,Automóvil;Calle 33-Pueyrredon Y Calle 36 Entre Ríos;2;1;0;1;0;0;Calle;RECONQUISTA;Constitución;Asfalto;No existe;IX;Dentro;Urbana;Otra Señal;Funciona;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;Ciclista;Colisión;Ninguna;Vertical
9801;2021;6/12/2021;Lunes;;Ruta Secundaria 36-s;0.0;1;Camión c / Acoplado; ;1;1;0;0;0;0;Ruta;MATILDE;Constitución;Asfalto;Natural;XI;Dentro;Urbana;Otra Señal;No existe;Intersección;S/D;S/D;S/D;S/D;Múltiple;S/D;Colisión;S/D;Horizontal
9802;2021;6/12/2021;Lunes;20:50:00;Ruta Provincial 92;0.0;1;Automóvil; ;1;1;0;0;0;0;Ruta;CASILDA;Constitución;Asfalto;Ripio;IV;Dentro;Urbana;Otra Señal;No existe;Intersección;S/D;S/D;Nocturna;Buen Tiempo;Múltiple;S/D;Colisión;S/D;Horizontal
9803;2021;6/12/2021;Lunes;21:15:00;Ruta Nacional 8;0.0;1;Moto/Ciclomotor;Chile Y Ruta Nac 8;1;1;0;0;0;0;Ruta;VENADO TUERTO;Constitución;Asfalto;Ripio;VIII;Dentro;Urbana;Otra Señal;No existe;Intersección;S/D;S/D;Nocturna;S/D;Múltiple;S/D;Colisión;S/D;Horizontal,Vertical
9804;2021;6/12/2021;Lunes;18:45:00;Ruta Provincial 64;0.0;2;Pickup/Utilitario,Peatón;Av. Perón Y Av. Santa Fe;2;1;0;1;0;0;Ruta;CORONDA;Constitución;Asfalto;Ripio;XV;Dentro;Urbana;Otra Señal;No existe;Intersección;S/D;S/D;Diurna;S/D;Múltiple;Peatón;Colisión;S/D;Horizontal
9805;2021;6/12/2021;Lunes;;Autopista Provincial Brigadier E.LÓPEZ;2.0;3;Automóvil,Automóvil,Camión; ;3;1;0;2;0;0;Autopista;GRANADERO BAIGORRIA;Constitución;Asfalto;Pavimento;II;Dentro;Urbana;Otra Señal;S/D;Intersección;S/D;S/D;S/D;S/D;Múltiple;S/D;Colisión;S/D;Horizontal
9806;2021;6/12/2021;Lunes;00:50:00;Ruta Nacional Gral. Juan Jose Valle;0.0;2;Automóvil,Camión; ;6;5;0;1;0;0;Ruta;SAN FABIÁN;Constitución;Asfalto;Natural;XV;Dentro;Rural;Otra Señal;No existe;Intersección;Bueno;S/D;Nocturna;S/D;Múltiple;S/D;Colisión;Ninguna;Horizontal
9807;2021;6/12/2021;Lunes;12:00:00;;0.0;2;Automóvil,Moto/Ciclomotor;Avellaneda Y Ing. Mosconi;2;1;0;1;0;0;Calle;VILLA GOBERNADOR GÁLVEZ;Constitución;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;S/D;Diurna;S/D;Múltiple;S/D;Colisión;Ninguna;Vertical
9808;2021;6/12/2021;Lunes;17:30:00;;0.0;2;Camión,Moto/Ciclomotor;Calle 24 - Olessio Y Calle 105-Alicia Moreau;3;2;0;1;0;0;Calle;RECONQUISTA;Constitución;S/D;S/D;IX;Dentro;Urbana;Otra Señal;S/D;Intersección;S/D;S/D;Diurna;S/D;Múltiple;S/D;Colisión;S/D;S/D
9809;2021;6/12/2021;Lunes;17:30:00;;0.0;2;Moto/Ciclomotor,Moto/Ciclomotor;Calle 38-Corrientes Y Calle 49-San Luis;2;2;0;0;0;0;Calle;RECONQUISTA;Constitución;S/D;S/D;IX;Dentro;Urbana;Otra Señal;S/D;Intersección;S/D;S/D;Diurna;S/D;Múltiple;S/D;Colisión;S/D;S/D
9810;2021;6/12/2021;Lunes;13:45:00;;0.0;2;Moto/Ciclomotor,Moto/Ciclomotor;Calle 16 Y Calle 19;3;3;0;0;0;0;Calle;LAS TOSCAS;Constitución;S/D;S/D;IX;Dentro;Urbana;Otra Señal;S/D;Intersección;S/D;S/D;S/D;S/D;Múltiple;S/D;Colisión;S/D;Faltante
9811;2021;6/12/2021;Lunes;18:20:00;;0.0;2;Moto/Ciclomotor,Tractor;Ing. Mosconi Y Liniers;3;1;0;1;0;0;Calle;VILLA GOBERNADOR GÁLVEZ;Rosario;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Material Suelto;Faltante
9812;2021;6/12/2021;Lunes;19:40:00;;0.0;2;Peatón,Moto/Ciclomotor;Rafael Obligado 250;2;0;0;1;0;0;Calle;HUGHES;General LÓPEZ;Asfalto;No existe;VIII;Dentro;Urbana;Otra Señal;No existe;Intersección;S/D;S/D;Nocturna;S/D;Múltiple;Peatón;Colisión;S/D;Faltante
9813;2021;6/12/2021;Lunes;18:05:00;Ruta Nacional 11;0.0;2;Automóvil,Moto/Ciclomotor;Av. L de la Torre-Ruta Nac 11 Y Maciel;3;1;0;1;0;0;Ruta;CORONDA;San JERÓNIMO;Asfalto,Ripio;Ripio;XV;Dentro;Urbana;Otra Señal;No existe;Intersección;S/D;S/D;Diurna;S/D;Múltiple;S/D;Colisión;S/D;Horizontal
9814;2021;6/12/2021;Lunes;14:00:00;;0.0;1;Automóvil;Bv. 27 De Febrero Y Castellanos;3;2;0;0;0;0;Avenida;ROSARIO;Rosario;Asfalto,Tierra;No existe;II;Dentro;Urbana;Otra Señal;Funciona;Intersección;Deteriorada;S/D;Diurna;S/D;Múltiple;S/D;Colisión;Ninguna;Vertical
9815;2021;6/12/2021;Lunes;20:00:00;;0.0;1;Moto/Ciclomotor;Gral.Mosconi 2300;1;0;0;0;0;0;Calle;ROSARIO;Rosario;Asfalto;S/D;II;Dentro;Urbana;Otra Señal;No existe;Intersección;S/D;S/D;Nocturna;S/D;Múltiple;S/D;Colisión;S/D;S/D
9816;2021;7/12/2021;Martes;10:30:00;;0.0;2;Moto/Ciclomotor,Pickup/Utilitario;Av. Facundo Zuviria Y Risso;2;1;0;1;0;0;Calle;SANTA FE;Constitución;Asfalto;No existe;I;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Horizontal
9817;2021;7/12/2021;Martes;11:45:00;;0.0;2;Automóvil,Transporte de Pasajeros Urbano (> 8 asientos);Av. A del Valle Y Lavaisse;6;5;0;1;0;0;Avenida;SANTA FE;Constitución;Asfalto;No existe;I;Dentro;Urbana;Otra Señal;Funciona;Intersección;Bueno;Buena;Diurna;S/D;Múltiple;S/D;Colisión;Ninguna;Horizontal,Vertical
9818;2021;7/12/2021;Martes;10:00:00;;0.0;2;Peatón,Automóvil;Av. Ovidio Lagos Y Bv. 27 De Febrero;2;1;0;1;0;0;Avenida;ROSARIO;Constitución;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;Funciona;Intersección;Bueno;Buena;Diurna;S/D;Múltiple;Peatón;Colisión;Ninguna;Horizontal,Vertical
9819;2021;7/12/2021;Martes;16:55:00;;0.0;2;Automóvil,Moto/Ciclomotor;L.N.Alem Y Ocampo;2;1;0;1;0;0;Calle;ROSARIO;Constitución;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;S/D;Múltiple;S/D;Colisión;Ninguna;Horizontal
9820;2021;7/12/2021;Martes;20:10:00;;0.0;2;Moto/Ciclomotor,Automóvil;Belgrano Y N Figueredo;3;1;0;2;0;0;Calle;SAN JUSTO;Constitución;Asfalto;No existe;XVI;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Nocturna,Con luz artificial;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Faltante
9821;2021;7/12/2021;Martes;09:30:00;;0.0;1;Automóvil; ;2;2;0;0;0;0;Camino Rural;HERSILIA;Constitución;Tierra;No existe;XIII;Fuera;Rural;Otra Señal;No existe;Intersección;Deteriorada;Reducida polvo;S/D;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Faltante
9822;2021;7/12/2021;Martes;16:20:00;;0.0;2;Moto/Ciclomotor,Automóvil;Rivadavia Y Lisandro de la Torre;2;1;0;1;0;0;Calle;ARMSTRONG;Constitución;Asfalto;No existe;III;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Faltante
9823;2021;7/12/2021;Martes;16:45:00;Autopista Nacional A008;0.0;2;Moto/Ciclomotor,Moto/Ciclomotor;Av. Ovidio Lagos 5800;2;1;0;1;0;0;Autopista;ROSARIO;Constitución;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Horizontal,Vertical
9824;2021;7/12/2021;Martes;21:15:00;;0.0;2;Moto/Ciclomotor,Peatón;Italia 930;2;1;0;1;0;0;Calle;ROSARIO;Constitución;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Nocturna,Con luz artificial;Buen Tiempo;Múltiple;Peatón;Colisión;Ninguna;Faltante
9825;2021;7/12/2021;Martes;17:40:00;;0.0;2;Automóvil,Moto/Ciclomotor;Av. Pellegrini Y Callao;2;1;0;1;0;0;Avenida;ROSARIO;Constitución;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;Funciona;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Horizontal,Vertical
9826;2021;7/12/2021;Martes;12:00:00;;0.0;2;Bicicleta,Automóvil;J.J.Paso Y Méjico;2;1;0;1;0;0;Calle;ROSARIO;Constitución;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;Ciclista;Colisión;Ninguna;Faltante
9827;2021;7/12/2021;Martes;07:15:00;;0.0;2;Bicicleta,Automóvil;Av. Pte. Perón Y Bv. Seguí;2;1;0;1;0;0;Avenida;ROSARIO;Constitución;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;Ciclista;Colisión;Ninguna;Horizontal
9828;2021;7/12/2021;Martes;17:15:00;;0.0;2;Moto/Ciclomotor,Peatón;CISNEROS 6000;2;1;0;1;0;0;Calle;ROSARIO;Constitución;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;Peatón;Colisión;Ninguna;Faltante
9829;2021;7/12/2021;Martes;11:20:00;;0.0;2;Moto/Ciclomotor,Pickup/Utilitario;Falucho Y Moreno;3;1;0;2;0;0;Calle;GÁLVEZ;Constitución;Asfalto;No existe;XV;Dentro;Urbana;Otra Señal;S/D;Intersección;S/D;S/D;S/D;S/D;Múltiple;S/D;Colisión;S/D;S/D
9830;2021;7/12/2021;Martes;19:20:00;;0.0;2;Transporte de Pasajeros Urbano (> 8 asientos),Moto/Ciclomotor;2 de Abril Y Simón Bolívar;3;2;0;1;0;0;Calle;CAPITÁN BERMÚDEZ;Constitución;Asfalto;No existe;XVII;Dentro;Urbana;Otra Señal;No existe;Intersección;S/D;S/D;Diurna;S/D;Múltiple;S/D;Colisión;S/D;Faltante
9831;2021;7/12/2021;Martes;15:50:00;;0.0;2;Moto/Ciclomotor,Automóvil;Gral. Manuel Belgrano Y Leoncio de la Barrera;2;2;0;0;0;0;Calle;VENADO TUERTO;Constitución;Asfalto;No existe;VIII;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Otro;Múltiple;S/D;Colisión;Ninguna;Faltante
9832;2021;7/12/2021;Martes;11:20:00;;0.0;1;Moto/Ciclomotor;Cristóbal Colon Y Juan Lavalle;1;1;0;0;0;0;Calle;VENADO TUERTO;Constitución;Asfalto;No existe;VIII;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;S/D;Múltiple;S/D;Colisión;Ninguna;Faltante
9833;2021;7/12/2021;Martes;;;0.0;2;Automóvil,Moto/Ciclomotor;Calle 31-Newbery 1200;2;1;0;1;0;0;Calle;RECONQUISTA;Constitución;Asfalto;No existe;IX;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;S/D;Diurna;S/D;Múltiple;S/D;Colisión;Ninguna;Faltante
9834;2021;7/12/2021;Martes;09:15:00;;0.0;2;Pickup/Utilitario,Moto/Ciclomotor;Calle 13 ;3;2;0;1;0;0;Calle;AVELLANEDA;Constitución;Asfalto;No existe;IX;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;S/D;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Faltante
9835;2021;7/12/2021;Martes;;;0.0;1;Bicicleta;Urquiza Y Iriondo;1;1;0;0;0;0;Calle;ROSARIO;Constitución;S/D;S/D;II;S/D;Urbana;Otra Señal;S/D;Intersección;S/D;S/D;S/D;S/D;Múltiple;S/D;Colisión;S/D;S/D
9836;2021;7/12/2021;Martes;;;0.0;1;Moto/Ciclomotor;Av. Pellegrini 5700;1;1;0;0;0;0;Avenida;ROSARIO;Constitución;S/D;S/D;II;S/D;Urbana;Otra Señal;S/D;Intersección;S/D;S/D;S/D;S/D;Múltiple;S/D;Colisión;S/D;S/D
9837;2021;7/12/2021;Martes;;;0.0;1;Moto/Ciclomotor;Matienzo Y San Lorenzo;1;1;0;0;0;0;Calle;ROSARIO;Constitución;S/D;S/D;II;S/D;Urbana;Otra Señal;S/D;Intersección;S/D;S/D;S/D;S/D;Múltiple;S/D;Colisión;S/D;S/D
9838;2021;7/12/2021;Martes;;;0.0;1;Moto/Ciclomotor;Dr. Maradona Y Camilo Aldao;1;1;0;0;0;0;Calle;ROSARIO;Constitución;S/D;S/D;II;S/D;Urbana;Otra Señal;S/D;Intersección;S/D;S/D;S/D;S/D;Múltiple;S/D;Colisión;S/D;S/D
9839;2021;7/12/2021;Martes;;;0.0;1;Moto/Ciclomotor; ;1;1;0;0;0;0;Calle;ROSARIO;Constitución;S/D;S/D;II;S/D;S/D;Otra Señal;S/D;Intersección;S/D;S/D;S/D;S/D;Múltiple;S/D;Colisión;S/D;S/D
9840;2021;7/12/2021;Martes;19:25:00;Ruta Nacional 11;0.0;2;Bicicleta,Camión;Pte. Roca Y Ruta Nacional 11;2;0;0;1;0;0;Ruta;RECREO;Constitución;Hormigón;Ripio;I;Dentro;Urbana;Otra Señal;No existe;Intersección;Deteriorada;Buena;Nocturna;Buen Tiempo;Múltiple;Ciclista;Colisión;Ninguna;Faltante
9841;2021;7/12/2021;Martes;08:30:00;;0.0;1;Moto/Ciclomotor; ;3;2;0;0;0;0;Camino Rural;VILLA MINETTI;Constitución;Tierra;No existe;XII;Fuera;Rural;Otra Señal;No existe;Intersección;Deteriorada;Reducida;Diurna;Otro;Múltiple;S/D;Colisión;Ninguna;Faltante
9842;2021;7/12/2021;Martes;11:10:00;Ruta Nacional 11;672.0;1;Pickup/Utilitario; ;1;0;0;0;0;0;Ruta;CALCHAQUÍ;Constitución;Asfalto;Natural;XIX;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Horizontal
9843;2021;7/12/2021;Martes;23:15:00;;0.0;2;Moto/Ciclomotor,Moto/Ciclomotor;Corrientes Y Francisco A. Candioti;2;0;0;1;0;0;Calle;EL TRÉBOL;San MARTÍN;Asfalto;No existe;XVIII;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Reducida;Nocturna,Con luz artificial;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Faltante
9844;2021;7/12/2021;Martes;;;0.0;2;Automóvil,Moto/Ciclomotor;9 Y 94;2;0;0;1;0;0;Calle;LA FRONTERA;Castellanos;S/D;S/D;V;Dentro;Urbana;Otra Señal;S/D;Intersección;S/D;S/D;Diurna;S/D;Múltiple;S/D;Colisión;S/D;S/D
9845;2021;8/12/2021;Miercoles;07:28:00;Ruta Nacional 178;181.0;2;Moto/Ciclomotor,Camión c / Acoplado;Ruta 178 ;2;0;0;1;1;0;Ruta;LAS PAREJAS;Belgrano;Asfalto;Natural;III;Dentro;Rural;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Otro;Horizontal
9846;2021;8/12/2021;Miercoles;01:00:00;;0.0;2;Moto/Ciclomotor,Taxi/Remis;Rivadavia Y Salvador del Carril;3;2;0;1;0;0;Calle;SANTA FE;Constitución;Asfalto;No existe;I;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Nocturna;S/D;Múltiple;S/D;Colisión;Ninguna;Horizontal
9847;2021;8/12/2021;Miercoles;05:50:00;;0.0;2;Automóvil,Moto/Ciclomotor;Américo Vespucio Y Dalmacio Vélez Sarsfield;2;1;0;1;0;0;Calle;HELVECIA;Constitución;Asfalto;No existe;VII;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Nocturna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Faltante
